timestamp,carpark_number,total_lots,lots_available,lot_type
2022-09-14 00:00:00,HE12,105,52,C
2022-09-14 00:00:00,HLM,583,478,C
2022-09-14 00:00:00,RHM,329,118,C
2022-09-14 00:00:00,BM29,97,81,C
2022-09-14 00:00:00,Q81,96,79,C
2022-09-14 00:00:00,C20,177,150,C
2022-09-14 00:00:00,FR3M,228,161,C
2022-09-14 00:00:00,C32,289,86,C
2022-09-14 00:00:00,C6,332,119,C
2022-09-14 00:00:00,TG2,273,90,C
2022-09-14 00:00:00,BP1,543,200,C
2022-09-14 00:00:00,TG1,133,35,C
2022-09-14 00:00:00,TGM2,189,120,C
2022-09-14 00:00:00,TE14,138,36,C
2022-09-14 00:00:00,BM3,48,2,C
2022-09-14 00:00:00,BM9,612,121,C
2022-09-14 00:00:00,HG44,155,24,C
2022-09-14 00:00:00,HG64,82,30,C
2022-09-14 00:00:00,PM27,326,112,C
2022-09-14 00:00:00,PM28,305,70,C
2022-09-14 00:00:00,TM36,225,52,C
2022-09-14 00:00:00,TM37,244,68,C
2022-09-14 00:00:00,T50,350,106,C
2022-09-14 00:00:00,T51,346,34,C
2022-09-14 00:00:00,TM43,247,190,C
2022-09-14 00:00:00,T15,30,12,C
2022-09-14 00:00:00,T16,109,25,C
2022-09-14 00:00:00,T17,228,91,C
2022-09-14 00:00:00,T18,81,46,C
2022-09-14 00:00:00,B9,213,95,C
2022-09-14 00:00:00,B10,516,170,C
2022-09-14 00:00:00,B14,208,61,C
2022-09-14 00:00:00,WCB,143,76,C
2022-09-14 00:00:00,ACB,93,59,C
2022-09-14 00:00:00,CY,31,5,C
2022-09-14 00:00:00,AM46,408,54,C
2022-09-14 00:00:00,A12,205,87,C
2022-09-14 00:00:00,BE45,363,49,C
2022-09-14 00:00:00,BE39,707,155,C
2022-09-14 00:00:00,BE40,339,201,C
2022-09-14 00:00:00,RCB,320,181,C
2022-09-14 00:00:00,CR29,56,0,C
2022-09-14 00:00:00,KLM,352,279,C
2022-09-14 00:00:00,SE34,270,35,C
2022-09-14 00:00:00,KB7,65,48,C
2022-09-14 00:00:00,SE31,187,12,C
2022-09-14 00:00:00,J56,15,10,C
2022-09-14 00:00:00,J57,362,325,C
2022-09-14 00:00:00,J57L,13,10,C
2022-09-14 00:00:00,J33,129,53,C
2022-09-14 00:00:00,J34,123,47,C
2022-09-14 00:00:00,BL8,679,300,C
2022-09-14 00:00:00,J36,482,97,C
2022-09-14 00:00:00,J54,226,128,C
2022-09-14 00:00:00,J55,141,95,C
2022-09-14 00:00:00,J43,190,66,C
2022-09-14 00:00:00,J46,63,33,C
2022-09-14 00:00:00,KB1,239,58,C
2022-09-14 00:00:00,GBM,677,333,C
2022-09-14 00:00:00,SE14,187,47,C
2022-09-14 00:00:00,SE50,591,362,C
2022-09-14 00:00:00,J40,206,17,C
2022-09-14 00:00:00,JM1,268,111,C
2022-09-14 00:00:00,J32,199,71,C
2022-09-14 00:00:00,A11,368,134,C
2022-09-14 00:00:00,TR1,391,133,C
2022-09-14 00:00:00,JBM,342,206,C
2022-09-14 00:00:00,TE2,213,128,C
2022-09-14 00:00:00,CR31,93,7,C
2022-09-14 00:00:00,J1,368,122,C
2022-09-14 00:00:00,J2,200,85,C
2022-09-14 00:00:00,J3,308,117,C
2022-09-14 00:00:00,T37,1163,412,C
2022-09-14 00:00:00,KB3,149,59,C
2022-09-14 00:00:00,KBM,239,138,C
2022-09-14 00:00:00,J4,172,39,C
2022-09-14 00:00:00,TGM1,388,224,C
2022-09-14 00:00:00,TG3,208,79,C
2022-09-14 00:00:00,TG6,176,71,C
2022-09-14 00:00:00,TG7,362,119,C
2022-09-14 00:00:00,CR30,54,8,C
2022-09-14 00:00:00,RCM,151,50,C
2022-09-14 00:00:00,EPM,286,112,C
2022-09-14 00:00:00,TGM3,553,181,C
2022-09-14 00:00:00,KB14,58,45,C
2022-09-14 00:00:00,J41,350,88,C
2022-09-14 00:00:00,JBM2,144,32,C
2022-09-14 00:00:00,J39,250,53,C
2022-09-14 00:00:00,J52,626,126,C
2022-09-14 00:00:00,J51,655,285,C
2022-09-14 00:00:00,J53,215,67,C
2022-09-14 00:00:00,T19,881,246,C
2022-09-14 00:00:00,J49,922,515,C
2022-09-14 00:00:00,J27,291,66,C
2022-09-14 00:00:00,TB14,43,4,C
2022-09-14 00:00:00,U19,501,213,C
2022-09-14 00:00:00,U6,95,38,C
2022-09-14 00:00:00,U45,159,40,C
2022-09-14 00:00:00,BBM7,175,148,C
2022-09-14 00:00:00,BE12,459,122,C
2022-09-14 00:00:00,HG41,461,67,C
2022-09-14 00:00:00,HG43,487,160,C
2022-09-14 00:00:00,MN1,257,54,C
2022-09-14 00:00:00,MNRM,355,172,C
2022-09-14 00:00:00,MN2,303,93,C
2022-09-14 00:00:00,C7,459,248,C
2022-09-14 00:00:00,C17,66,37,C
2022-09-14 00:00:00,C20M,550,445,C
2022-09-14 00:00:00,T41,202,96,C
2022-09-14 00:00:00,T42,86,19,C
2022-09-14 00:00:00,TM42,261,223,C
2022-09-14 00:00:00,J48,745,252,C
2022-09-14 00:00:00,BH1,57,40,C
2022-09-14 00:00:00,BH2,47,32,C
2022-09-14 00:00:00,BKE7,172,159,C
2022-09-14 00:00:00,BR5,150,43,C
2022-09-14 00:00:00,BRM3,406,184,C
2022-09-14 00:00:00,BRM4,176,41,C
2022-09-14 00:00:00,M16,124,33,C
2022-09-14 00:00:00,M20,36,4,C
2022-09-14 00:00:00,M35,91,6,C
2022-09-14 00:00:00,M36,17,0,C
2022-09-14 00:00:00,M37,35,3,C
2022-09-14 00:00:00,M38,39,6,C
2022-09-14 00:00:00,MM3,222,130,C
2022-09-14 00:00:00,MP12,220,73,C
2022-09-14 00:00:00,MP13,396,189,C
2022-09-14 00:00:00,MP1M,522,256,C
2022-09-14 00:00:00,PP1,257,28,C
2022-09-14 00:00:00,PP2,192,101,C
2022-09-14 00:00:00,PP3,345,85,C
2022-09-14 00:00:00,PP4,166,1,C
2022-09-14 00:00:00,PP5,346,81,C
2022-09-14 00:00:00,TP10,83,26,C
2022-09-14 00:00:00,TP14,53,10,C
2022-09-14 00:00:00,TP16,668,594,C
2022-09-14 00:00:00,TP17,119,69,C
2022-09-14 00:00:00,TP18,383,349,C
2022-09-14 00:00:00,TP2,85,14,C
2022-09-14 00:00:00,TPMG,116,78,C
2022-09-14 00:00:00,TP36,247,25,C
2022-09-14 00:00:00,TPM4,343,115,C
2022-09-14 00:00:00,TPM5,342,184,C
2022-09-14 00:00:00,TPM6,358,141,C
2022-09-14 00:00:00,TP27,257,128,C
2022-09-14 00:00:00,TPMN,815,432,C
2022-09-14 00:00:00,TPMP,808,184,C
2022-09-14 00:00:00,WDB1,75,16,C
2022-09-14 00:00:00,Y23,823,225,C
2022-09-14 00:00:00,Y24,181,44,C
2022-09-14 00:00:00,Y56,45,18,C
2022-09-14 00:00:00,BBM1,406,204,C
2022-09-14 00:00:00,BBM8,329,116,C
2022-09-14 00:00:00,BJ10,310,77,C
2022-09-14 00:00:00,BJ11,100,11,C
2022-09-14 00:00:00,BJ12,550,98,C
2022-09-14 00:00:00,BJ17,172,90,C
2022-09-14 00:00:00,BJ18,324,75,C
2022-09-14 00:00:00,BJ28,669,345,C
2022-09-14 00:00:00,BJ3,1054,242,C
2022-09-14 00:00:00,BJ33,366,227,C
2022-09-14 00:00:00,BJ42,450,118,C
2022-09-14 00:00:00,BJ45,232,133,C
2022-09-14 00:00:00,CK21,192,142,C
2022-09-14 00:00:00,U48,93,26,C
2022-09-14 00:00:00,U5,101,37,C
2022-09-14 00:00:00,JM14,490,222,C
2022-09-14 00:00:00,JM12,462,222,C
2022-09-14 00:00:00,W39,210,6,C
2022-09-14 00:00:00,PL67,735,312,C
2022-09-14 00:00:00,W2,1000,19,C
2022-09-14 00:00:00,W1,1000,53,C
2022-09-14 00:00:00,U9,400,28,C
2022-09-14 00:00:00,U26,595,143,C
2022-09-14 00:00:00,U25,625,169,C
2022-09-14 00:00:00,U24T,46,17,C
2022-09-14 00:00:00,U24,364,72,C
2022-09-14 00:00:00,U23,713,215,C
2022-09-14 00:00:00,U22,495,121,C
2022-09-14 00:00:00,U21,313,105,C
2022-09-14 00:00:00,U2,1109,360,C
2022-09-14 00:00:00,J45,361,103,C
2022-09-14 00:00:00,TM25,128,10,C
2022-09-14 00:00:00,TM26,124,6,C
2022-09-14 00:00:00,TM27,239,144,C
2022-09-14 00:00:00,J37,269,60,C
2022-09-14 00:00:00,BM1,60,0,C
2022-09-14 00:00:00,BM2,53,26,C
2022-09-14 00:00:00,BM26,460,316,C
2022-09-14 00:00:00,BWM,220,106,C
2022-09-14 00:00:00,TBMT,150,49,C
2022-09-14 00:00:00,TPM,384,241,C
2022-09-14 00:00:00,U29,338,309,C
2022-09-14 00:00:00,U27,20,12,C
2022-09-14 00:00:00,U18,312,77,C
2022-09-14 00:00:00,U30,143,81,C
2022-09-14 00:00:00,EPML,25,0,C
2022-09-14 00:00:00,TE25,298,108,C
2022-09-14 00:00:00,TE3,19,0,C
2022-09-14 00:00:00,TE4,30,4,C
2022-09-14 00:00:00,U28,15,14,C
2022-09-14 00:00:00,A15,59,27,C
2022-09-14 00:00:00,BM28,47,2,C
2022-09-14 00:00:00,BM30,46,1,C
2022-09-14 00:00:00,BTM,292,96,C
2022-09-14 00:00:00,BTM2,496,256,C
2022-09-14 00:00:00,SAM2,336,84,C
2022-09-14 00:00:00,TBM2,243,67,C
2022-09-14 00:00:00,TJ34,350,193,C
2022-09-14 00:00:00,U31,348,180,C
2022-09-14 00:00:00,BL13,413,168,C
2022-09-14 00:00:00,HG10,248,110,C
2022-09-14 00:00:00,W3,1000,217,C
2022-09-14 00:00:00,BJ65,224,43,C
2022-09-14 00:00:00,CK19,70,12,C
2022-09-14 00:00:00,CK4,10,1,C
2022-09-14 00:00:00,CK42,453,88,C
2022-09-14 00:00:00,CK7,298,201,C
2022-09-14 00:00:00,TW1,108,11,C
2022-09-14 00:00:00,TW2,355,67,C
2022-09-14 00:00:00,TW3,338,86,C
2022-09-14 00:00:00,BL18M,353,286,C
2022-09-14 00:00:00,B16,364,173,C
2022-09-14 00:00:00,B17,385,163,C
2022-09-14 00:00:00,B20,385,107,C
2022-09-14 00:00:00,B42,123,69,C
2022-09-14 00:00:00,B45,67,29,C
2022-09-14 00:00:00,B6,521,458,C
2022-09-14 00:00:00,B63,99,39,C
2022-09-14 00:00:00,B65,756,189,C
2022-09-14 00:00:00,B7,86,29,C
2022-09-14 00:00:00,B70,41,32,C
2022-09-14 00:00:00,B71,249,116,C
2022-09-14 00:00:00,B7A,129,0,C
2022-09-14 00:00:00,B8,113,49,C
2022-09-14 00:00:00,B80,250,234,C
2022-09-14 00:00:00,B84,555,545,C
2022-09-14 00:00:00,B88M,120,120,C
2022-09-14 00:00:00,B90,75,75,C
2022-09-14 00:00:00,B90M,75,75,C
2022-09-14 00:00:00,CC5,104,56,C
2022-09-14 00:00:00,CC6,41,29,C
2022-09-14 00:00:00,B30,353,77,C
2022-09-14 00:00:00,B31,415,194,C
2022-09-14 00:00:00,TJ28,755,445,C
2022-09-14 00:00:00,TJ31,833,332,C
2022-09-14 00:00:00,TJ37,384,384,C
2022-09-14 00:00:00,TJSF,842,829,C
2022-09-14 00:00:00,AM16,115,56,C
2022-09-14 00:00:00,AM32,91,1,C
2022-09-14 00:00:00,BJ2,385,21,C
2022-09-14 00:00:00,CK48,287,107,C
2022-09-14 00:00:00,BE8,544,295,C
2022-09-14 00:00:00,SE11,198,80,C
2022-09-14 00:00:00,SE20,548,522,C
2022-09-14 00:00:00,SE21,29,21,C
2022-09-14 00:00:00,SE22,20,14,C
2022-09-14 00:00:00,SE23,185,150,C
2022-09-14 00:00:00,SE24,167,137,C
2022-09-14 00:00:00,SE53,309,287,C
2022-09-14 00:00:00,SM9A,19,0,C
2022-09-14 00:00:00,SM9B,28,2,C
2022-09-14 00:00:00,FR4M,88,26,C
2022-09-14 00:00:00,BJ31,88,5,C
2022-09-14 00:00:00,BJ32,484,267,C
2022-09-14 00:00:00,BJ34,140,50,C
2022-09-14 00:00:00,BJ35,140,33,C
2022-09-14 00:00:00,BJ36,140,26,C
2022-09-14 00:00:00,BJ37,512,251,C
2022-09-14 00:00:00,TP31,50,0,C
2022-09-14 00:00:00,BJ38,216,103,C
2022-09-14 00:00:00,BJ39,550,320,C
2022-09-14 00:00:00,BJ40,585,220,C
2022-09-14 00:00:00,CK38,344,96,C
2022-09-14 00:00:00,A38,938,416,C
2022-09-14 00:00:00,A43,141,0,C
2022-09-14 00:00:00,CK8,750,196,C
2022-09-14 00:00:00,CK8A,373,251,C
2022-09-14 00:00:00,CK39,371,85,C
2022-09-14 00:00:00,CK41,444,137,C
2022-09-14 00:00:00,CK46,673,276,C
2022-09-14 00:00:00,CK47,695,533,C
2022-09-14 00:00:00,SE32,396,35,C
2022-09-14 00:00:00,SE33,302,29,C
2022-09-14 00:00:00,SE39,198,34,C
2022-09-14 00:00:00,BJ43,1004,531,C
2022-09-14 00:00:00,CK22,387,157,C
2022-09-14 00:00:00,CK36,420,157,C
2022-09-14 00:00:00,CK37,306,85,C
2022-09-14 00:00:00,A25,543,199,C
2022-09-14 00:00:00,A81,118,4,C
2022-09-14 00:00:00,A82,201,37,C
2022-09-14 00:00:00,A9,146,63,C
2022-09-14 00:00:00,A98,108,47,C
