timestamp,carpark_number,total_lots,lots_available,lot_type
2022-09-20 00:00:00,HE12,105,48,C
2022-09-20 00:00:00,HLM,583,484,C
2022-09-20 00:00:00,RHM,329,111,C
2022-09-20 00:00:00,BM29,97,83,C
2022-09-20 00:00:00,Q81,96,79,C
2022-09-20 00:00:00,C20,177,122,C
2022-09-20 00:00:00,FR3M,228,161,C
2022-09-20 00:00:00,C32,289,98,C
2022-09-20 00:00:00,C6,332,117,C
2022-09-20 00:00:00,TG2,273,75,C
2022-09-20 00:00:00,BP1,543,195,C
2022-09-20 00:00:00,TG1,133,51,C
2022-09-20 00:00:00,TGM2,189,122,C
2022-09-20 00:00:00,TE14,138,32,C
2022-09-20 00:00:00,BM3,48,0,C
2022-09-20 00:00:00,BM9,612,121,C
2022-09-20 00:00:00,HG44,155,30,C
2022-09-20 00:00:00,HG64,82,18,C
2022-09-20 00:00:00,PM27,326,108,C
2022-09-20 00:00:00,PM28,305,63,C
2022-09-20 00:00:00,TM36,225,46,C
2022-09-20 00:00:00,TM37,244,63,C
2022-09-20 00:00:00,T50,350,99,C
2022-09-20 00:00:00,T51,346,37,C
2022-09-20 00:00:00,TM43,247,192,C
2022-09-20 00:00:00,T15,30,17,C
2022-09-20 00:00:00,T16,109,18,C
2022-09-20 00:00:00,T17,228,71,C
2022-09-20 00:00:00,T18,81,32,C
2022-09-20 00:00:00,B9,213,98,C
2022-09-20 00:00:00,B10,516,159,C
2022-09-20 00:00:00,B14,208,61,C
2022-09-20 00:00:00,WCB,143,92,C
2022-09-20 00:00:00,ACB,93,62,C
2022-09-20 00:00:00,CY,31,11,C
2022-09-20 00:00:00,AM46,408,48,C
2022-09-20 00:00:00,A12,205,101,C
2022-09-20 00:00:00,BE45,363,49,C
2022-09-20 00:00:00,BE39,707,152,C
2022-09-20 00:00:00,BE40,339,201,C
2022-09-20 00:00:00,RCB,320,181,C
2022-09-20 00:00:00,CR29,56,0,C
2022-09-20 00:00:00,KLM,352,285,C
2022-09-20 00:00:00,SE34,270,39,C
2022-09-20 00:00:00,KB7,65,46,C
2022-09-20 00:00:00,SE31,187,6,C
