timestamp,carpark_number,total_lots,lots_available,lot_type
2022-09-28 00:00:00,HE12,105,20,C
2022-09-28 00:00:00,HLM,583,469,C
2022-09-28 00:00:00,RHM,329,128,C
2022-09-28 00:00:00,BM29,97,76,C
2022-09-28 00:00:00,Q81,96,74,C
2022-09-28 00:00:00,C20,177,133,C
2022-09-28 00:00:00,FR3M,228,156,C
2022-09-28 00:00:00,C32,289,97,C
2022-09-28 00:00:00,C6,332,97,C
2022-09-28 00:00:00,TG2,273,83,C
2022-09-28 00:00:00,BP1,543,201,C
2022-09-28 00:00:00,TG1,133,45,C
2022-09-28 00:00:00,TGM2,189,123,C
2022-09-28 00:00:00,TE14,138,29,C
2022-09-28 00:00:00,BM3,48,1,C
2022-09-28 00:00:00,BM9,612,121,C
2022-09-28 00:00:00,HG44,155,2,C
2022-09-28 00:00:00,HG64,82,35,C
2022-09-28 00:00:00,PM27,326,106,C
2022-09-28 00:00:00,PM28,305,67,C
2022-09-28 00:00:00,TM36,225,52,C
2022-09-28 00:00:00,TM37,244,70,C
2022-09-28 00:00:00,T50,350,89,C
2022-09-28 00:00:00,T51,346,40,C
2022-09-28 00:00:00,TM43,247,187,C
2022-09-28 00:00:00,T15,30,13,C
2022-09-28 00:00:00,T16,109,0,C
2022-09-28 00:00:00,T17,228,70,C
2022-09-28 00:00:00,T18,81,43,C
2022-09-28 00:00:00,B9,213,109,C
2022-09-28 00:00:00,B10,516,173,C
2022-09-28 00:00:00,B14,208,61,C
2022-09-28 00:00:00,WCB,143,92,C
2022-09-28 00:00:00,ACB,93,62,C
2022-09-28 00:00:00,CY,31,12,C
2022-09-28 00:00:00,AM46,408,51,C
2022-09-28 00:00:00,A12,205,96,C
2022-09-28 00:00:00,BE45,363,46,C
2022-09-28 00:00:00,BE39,707,156,C
2022-09-28 00:00:00,BE40,339,201,C
2022-09-28 00:00:00,RCB,320,181,C
2022-09-28 00:00:00,CR29,56,0,C
2022-09-28 00:00:00,KLM,352,280,C
2022-09-28 00:00:00,SE34,270,45,C
2022-09-28 00:00:00,KB7,65,47,C
2022-09-28 00:00:00,SE31,187,14,C
2022-09-28 00:00:00,J56,15,10,C
2022-09-28 00:00:00,J57,362,227,C
2022-09-28 00:00:00,J57L,13,12,C
2022-09-28 00:00:00,J33,129,51,C
2022-09-28 00:00:00,J34,123,51,C
2022-09-28 00:00:00,BL8,679,285,C
2022-09-28 00:00:00,J36,482,84,C
2022-09-28 00:00:00,J54,226,138,C
2022-09-28 00:00:00,J55,141,94,C
2022-09-28 00:00:00,J43,190,68,C
2022-09-28 00:00:00,J46,63,36,C
2022-09-28 00:00:00,KB1,239,48,C
2022-09-28 00:00:00,GBM,677,323,C
2022-09-28 00:00:00,SE14,187,49,C
2022-09-28 00:00:00,SE50,591,371,C
2022-09-28 00:00:00,J40,206,28,C
2022-09-28 00:00:00,JM1,268,113,C
2022-09-28 00:00:00,J32,199,73,C
2022-09-28 00:00:00,A11,368,130,C
2022-09-28 00:00:00,TR1,391,126,C
2022-09-28 00:00:00,JBM,342,215,C
2022-09-28 00:00:00,TE2,213,117,C
2022-09-28 00:00:00,CR31,93,8,C
2022-09-28 00:00:00,J1,368,124,C
2022-09-28 00:00:00,J2,200,89,C
2022-09-28 00:00:00,J3,308,115,C
2022-09-28 00:00:00,T37,1163,388,C
2022-09-28 00:00:00,KB3,149,52,C
2022-09-28 00:00:00,KBM,239,144,C
2022-09-28 00:00:00,J4,172,33,C
2022-09-28 00:00:00,TGM1,388,223,C
2022-09-28 00:00:00,TG3,208,78,C
2022-09-28 00:00:00,TG6,176,73,C
2022-09-28 00:00:00,TG7,362,138,C
2022-09-28 00:00:00,CR30,54,7,C
2022-09-28 00:00:00,RCM,151,57,C
2022-09-28 00:00:00,EPM,286,110,C
2022-09-28 00:00:00,TGM3,553,175,C
2022-09-28 00:00:00,KB14,58,48,C
2022-09-28 00:00:00,J41,350,94,C
2022-09-28 00:00:00,JBM2,144,34,C
2022-09-28 00:00:00,J39,250,55,C
2022-09-28 00:00:00,J52,626,126,C
2022-09-28 00:00:00,J51,655,279,C
2022-09-28 00:00:00,J53,215,63,C
