timestamp,carpark_number,total_lots,lots_available,lot_type
2022-11-06 01:01:00,HE12,105,62,C
2022-11-06 01:01:00,HLM,583,474,C
2022-11-06 01:01:00,RHM,329,125,C
2022-11-06 01:01:00,BM29,97,75,C
2022-11-06 01:01:00,Q81,96,82,C
2022-11-06 01:01:00,C20,177,132,C
2022-11-06 01:01:00,FR3M,228,174,C
2022-11-06 01:01:00,C32,289,101,C
2022-11-06 01:01:00,C6,332,112,C
2022-11-06 01:01:00,TG2,273,84,C
2022-11-06 01:01:00,BP1,543,214,C
2022-11-06 01:01:00,TG1,133,54,C
2022-11-06 01:01:00,TGM2,189,119,C
2022-11-06 01:01:00,TE14,138,39,C
2022-11-06 01:01:00,BM3,48,1,C
2022-11-06 01:01:00,BM9,612,121,C
2022-11-06 01:01:00,HG44,155,0,C
2022-11-06 01:01:00,HG64,82,34,C
2022-11-06 01:01:00,PM27,326,112,C
2022-11-06 01:01:00,PM28,305,62,C
2022-11-06 01:01:00,TM36,225,50,C
2022-11-06 01:01:00,TM37,244,72,C
2022-11-06 01:01:00,T50,350,110,C
2022-11-06 01:01:00,T51,346,37,C
2022-11-06 01:01:00,TM43,247,184,C
2022-11-06 01:01:00,T15,30,15,C
2022-11-06 01:01:00,T16,109,30,C
2022-11-06 01:01:00,T17,228,71,C
2022-11-06 01:01:00,T18,81,39,C
2022-11-06 01:01:00,B9,213,101,C
2022-11-06 01:01:00,B10,516,165,C
2022-11-06 01:01:00,B14,208,61,C
2022-11-06 01:01:00,WCB,143,59,C
2022-11-06 01:01:00,ACB,93,58,C
2022-11-06 01:01:00,CY,31,12,C
2022-11-06 01:01:00,AM46,408,53,C
2022-11-06 01:01:00,A12,205,98,C
2022-11-06 01:01:00,BE45,363,53,C
2022-11-06 01:01:00,BE39,707,165,C
2022-11-06 01:01:00,BE40,339,201,C
2022-11-06 01:01:00,RCB,320,181,C
2022-11-06 01:01:00,CR29,56,0,C
2022-11-06 01:01:00,KLM,352,274,C
2022-11-06 01:01:00,SE34,270,45,C
2022-11-06 01:01:00,KB7,65,50,C
2022-11-06 01:01:00,SE31,187,16,C
2022-11-06 01:01:00,J56,15,12,C
2022-11-06 01:01:00,J57,362,334,C
2022-11-06 01:01:00,J57L,13,9,C
2022-11-06 01:01:00,J33,129,53,C
2022-11-06 01:01:00,J34,123,58,C
2022-11-06 01:01:00,BL8,679,295,C
2022-11-06 01:01:00,J36,482,107,C
2022-11-06 01:01:00,J54,226,140,C
2022-11-06 01:01:00,J55,141,95,C
2022-11-06 01:01:00,J43,190,75,C
2022-11-06 01:01:00,J46,63,39,C
2022-11-06 01:01:00,KB1,239,69,C
2022-11-06 01:01:00,GBM,677,361,C
2022-11-06 01:01:00,SE14,187,43,C
2022-11-06 01:01:00,SE50,591,374,C
2022-11-06 01:01:00,J40,206,31,C
2022-11-06 01:01:00,JM1,268,110,C
2022-11-06 01:01:00,J32,199,79,C
2022-11-06 01:01:00,A11,368,129,C
2022-11-06 01:01:00,TR1,391,128,C
2022-11-06 01:01:00,JBM,342,210,C
2022-11-06 01:01:00,TE2,213,123,C
2022-11-06 01:01:00,CR31,93,4,C
2022-11-06 01:01:00,J1,368,144,C
2022-11-06 01:01:00,J2,200,88,C
