timestamp,carpark_number,total_lots,lots_available,lot_type
2022-10-30 20:01:00,HE12,105,26,C
2022-10-30 20:01:00,HLM,583,396,C
2022-10-30 20:01:00,RHM,329,161,C
2022-10-30 20:01:00,BM29,97,63,C
2022-10-30 20:01:00,Q81,96,38,C
2022-10-30 20:01:00,C20,177,16,C
2022-10-30 20:01:00,FR3M,228,178,C
2022-10-30 20:01:00,C32,289,115,C
2022-10-30 20:01:00,C6,332,117,C
2022-10-30 20:01:00,TG2,273,68,C
2022-10-30 20:01:00,BP1,543,256,C
2022-10-30 20:01:00,TG1,133,64,C
2022-10-30 20:01:00,TGM2,189,118,C
2022-10-30 20:01:00,TE14,138,53,C
2022-10-30 20:01:00,BM3,48,4,C
2022-10-30 20:01:00,BM9,612,121,C
2022-10-30 20:01:00,HG44,155,3,C
2022-10-30 20:01:00,HG64,82,21,C
2022-10-30 20:01:00,PM27,326,163,C
2022-10-30 20:01:00,PM28,305,133,C
2022-10-30 20:01:00,TM36,225,90,C
2022-10-30 20:01:00,TM37,244,108,C
2022-10-30 20:01:00,T50,350,112,C
2022-10-30 20:01:00,T51,346,77,C
2022-10-30 20:01:00,TM43,247,181,C
2022-10-30 20:01:00,T15,30,0,C
2022-10-30 20:01:00,T16,109,24,C
2022-10-30 20:01:00,T17,228,32,C
2022-10-30 20:01:00,T18,81,5,C
2022-10-30 20:01:00,B9,213,118,C
2022-10-30 20:01:00,B10,516,130,C
2022-10-30 20:01:00,B14,208,61,C
2022-10-30 20:01:00,WCB,143,65,C
2022-10-30 20:01:00,ACB,93,30,C
2022-10-30 20:01:00,CY,31,4,C
2022-10-30 20:01:00,AM46,408,137,C
2022-10-30 20:01:00,A12,205,93,C
2022-10-30 20:01:00,BE45,363,119,C
2022-10-30 20:01:00,BE39,707,249,C
2022-10-30 20:01:00,BE40,339,201,C
2022-10-30 20:01:00,RCB,320,181,C
2022-10-30 20:01:00,CR29,56,0,C
2022-10-30 20:01:00,KLM,352,260,C
2022-10-30 20:01:00,SE34,270,97,C
2022-10-30 20:01:00,KB7,65,12,C
2022-10-30 20:01:00,SE31,187,31,C
2022-10-30 20:01:00,J56,15,7,C
2022-10-30 20:01:00,J57,362,177,C
2022-10-30 20:01:00,J57L,13,11,C
2022-10-30 20:01:00,J33,129,53,C
2022-10-30 20:01:00,J34,123,66,C
2022-10-30 20:01:00,BL8,679,165,C
2022-10-30 20:01:00,J36,482,120,C
2022-10-30 20:01:00,J54,226,50,C
2022-10-30 20:01:00,J55,141,60,C
2022-10-30 20:01:00,J43,190,77,C
2022-10-30 20:01:00,J46,63,4,C
2022-10-30 20:01:00,KB1,239,32,C
2022-10-30 20:01:00,GBM,677,403,C
2022-10-30 20:01:00,SE14,187,64,C
2022-10-30 20:01:00,SE50,591,394,C
2022-10-30 20:01:00,J40,206,48,C
2022-10-30 20:01:00,JM1,268,159,C
2022-10-30 20:01:00,J32,199,99,C
2022-10-30 20:01:00,A11,368,156,C
2022-10-30 20:01:00,TR1,391,138,C
2022-10-30 20:01:00,JBM,342,227,C
2022-10-30 20:01:00,TE2,213,149,C
2022-10-30 20:01:00,CR31,93,0,C
2022-10-30 20:01:00,J1,368,171,C
2022-10-30 20:01:00,J2,200,102,C
2022-10-30 20:01:00,J3,308,156,C
2022-10-30 20:01:00,T37,1163,488,C
2022-10-30 20:01:00,KB3,149,24,C
2022-10-30 20:01:00,KBM,239,161,C
2022-10-30 20:01:00,J4,172,56,C
2022-10-30 20:01:00,TGM1,388,259,C
2022-10-30 20:01:00,TG3,208,90,C
2022-10-30 20:01:00,TG6,176,81,C
